frame	position	phase	lumen_area	lumen_circumf	longest_distance	shortest_distance	elliptic_ratio	vector_length	vector_angle	measurement_1	measurement_2
1116	37.00	-	7.59	10.01	3.68	2.59	1.42	1.25	61.03		
1117	37.04	-	7.63	10.05	3.75	2.58	1.46	0.97	53.11		
1118	37.07	-	7.58	9.96	3.67	2.65	1.38	0.97	50.64		
1119	37.10	-	7.62	9.90	3.51	2.76	1.27	0.88	59.78		
1120	37.14	-	6.67	9.32	3.38	2.51	1.35	1.26	70.57		
1121	37.17	-	6.46	9.25	3.39	2.37	1.43	1.28	71.69		
1122	37.20	D	8.01	10.15	3.53	2.85	1.41	1.33	59.73		
1123	37.23	-	9.30	10.99	3.69	3.16	1.17	1.45	47.57		
1124	37.27	-	7.43	9.88	3.45	2.67	1.29	1.33	54.59		
1125	37.30	-	5.24	8.82	3.55	1.75	2.03	1.22	75.34		
1126	37.33	-	6.28	9.60	3.92	2.02	1.94	1.23	75.63		
1127	37.37	-	6.96	9.74	3.74	2.37	1.58	1.03	64.34		
1128	37.40	-	9.34	12.84	5.51	2.04	2.71	0.29	322.10		
1129	37.43	S	8.23	12.12	8.14	2.89	2.79	0.59	287.97	1.40	
1130	37.47	-	7.98	11.44	4.65	2.04	2.28	0.58	288.97		
1131	37.50	-	8.19	11.84	4.89	1.86	2.63	0.71	276.09		
1132	37.53	-	6.65	9.59	3.68	2.36	1.56	0.45	50.38		
1133	37.57	-	6.44	9.26	3.45	2.34	1.47	1.26	68.14		
1134	37.60	-	6.55	9.48	3.64	2.21	1.65	1.24	62.10		
1135	37.63	D	7.33	9.73	3.45	2.71	1.48	1.25	56.70		
1136	37.67	-	7.45	10.05	3.72	2.41	1.54	1.23	54.41		
1137	37.70	-	6.27	9.86	3.97	1.79	2.21	1.04	71.37		
1138	37.73	-	6.85	9.71	3.72	2.28	1.63	1.08	63.80		
1139	37.77	-	7.10	10.20	4.09	2.16	1.89	0.96	67.47		
1140	37.80	-	9.74	12.88	5.27	2.03	2.60	0.46	291.93		
1141	37.83	-	8.28	11.67	4.72	1.95	2.42	0.63	286.10		
1142	37.86	S	8.16	12.18	7.99	2.79	2.44	0.79	281.26	1.38	
1143	37.90	-	8.89	12.25	5.03	1.99	2.53	0.73	283.97		
1144	37.93	-	6.96	11.70	4.88	1.91	2.56	0.35	329.55		
1145	37.96	-	6.94	9.46	3.37	2.60	1.30	1.22	67.55		
1146	38.00	-	6.20	9.34	3.61	2.05	1.76	1.33	75.59		
1147	38.03	-	6.15	9.23	3.51	2.09	1.68	1.32	72.74		
1148	38.06	-	6.08	9.46	3.66	1.84	1.99	1.38	72.08		
1149	38.10	D	6.84	9.76	3.77	2.26	2.22	1.36	78.04		
1150	38.13	-	6.30	9.65	3.92	1.98	1.98	1.31	75.89		
1151	38.16	-	6.86	9.62	3.60	2.34	1.54	1.16	65.51		
1152	38.20	-	8.56	11.23	4.31	2.40	1.80	0.69	52.62		
1153	38.23	-	8.38	11.59	4.65	2.30	2.03	0.44	3.85		
1154	38.26	-	8.04	11.14	4.43	2.32	1.91	0.49	333.48		
1155	38.30	S	8.15	11.83	4.79	1.98	1.97	0.51	347.76	1.47	
1156	38.33	-	8.39	12.11	4.88	2.30	2.12	0.43	13.99		
1157	38.36	-	6.82	9.37	3.33	2.60	1.28	1.16	67.01		
1158	38.40	-	6.29	9.32	3.54	2.13	1.66	1.39	78.60		
1159	38.43	-	6.03	9.27	3.58	2.06	1.74	1.39	76.98		
1160	38.46	D	6.20	9.29	3.62	2.16	2.09	1.29	78.44		
1161	38.50	-	4.97	8.83	3.60	1.59	2.27	1.42	83.51		
1162	38.53	-	5.80	9.71	3.97	1.62	2.45	1.35	82.49		
1163	38.56	-	6.78	9.68	3.67	2.19	1.67	1.29	73.79		
1164	38.59	-	6.76	9.46	3.51	2.42	1.45	1.20	65.17		
1165	38.63	-	8.74	11.52	4.49	2.50	1.80	0.66	39.63		
1166	38.66	-	8.72	11.83	4.63	2.40	1.93	0.58	17.67		
1167	38.69	S	7.97	11.60	7.35	3.32	1.75	0.69	37.13	1.44	
1168	38.73	-	7.69	11.26	4.52	2.33	1.94	0.56	35.85		
1169	38.76	-	7.55	9.82	3.45	2.80	1.23	1.06	60.81		
1170	38.79	-	7.01	9.76	3.66	2.33	1.57	1.45	74.50		
1171	38.83	-	6.00	9.28	3.62	1.95	1.86	1.43	80.44		
1172	38.86	-	5.80	8.96	3.44	2.08	1.65	1.27	77.05		
1173	38.89	D	6.45	9.49	3.75	2.22	2.17	1.48	82.54		
1174	38.93	-	5.48	9.47	3.84	1.56	2.47	1.40	85.70		
1175	38.96	-	7.14	10.00	3.93	2.32	1.69	1.34	73.94		
1176	38.99	-	6.93	9.63	3.53	2.48	1.42	1.25	67.89		
1177	39.03	-	8.16	10.44	3.89	2.69	1.45	1.03	60.38		
1178	39.06	-	8.49	10.77	4.09	2.60	1.57	0.74	41.90		
1179	39.09	S	8.04	10.25	5.82	4.23	1.42	0.77	41.99	1.32	
1180	39.13	-	8.76	10.89	4.10	2.65	1.55	0.75	43.18		
1181	39.16	-	8.05	10.16	3.59	2.85	1.26	0.90	51.22		
1182	39.19	-	7.27	9.83	3.60	2.53	1.42	1.44	73.60		
1183	39.22	-	5.95	9.16	3.57	2.02	1.76	1.52	83.87		
1184	39.26	-	6.37	9.41	3.60	2.11	1.70	1.41	82.17		
1185	39.29	D	6.15	9.44	3.81	2.01	2.29	1.40	88.08		
1186	39.32	-	4.77	8.73	3.55	1.46	2.43	1.35	90.21		
1187	39.36	-	6.83	9.77	3.74	2.25	1.66	1.38	76.90		
1188	39.39	-	7.89	10.39	3.87	2.54	1.52	1.18	68.38		
1189	39.42	-	8.23	10.59	4.04	2.60	1.55	1.00	61.12		
1190	39.46	-	8.98	11.30	4.46	2.55	1.75	0.72	41.89		
1191	39.49	S	8.10	11.15	7.04	3.51	1.84	0.60	17.23	1.45	
1192	39.52	-	7.15	9.74	3.66	2.48	1.48	0.78	47.35		
1193	39.56	-	8.15	11.06	4.36	2.43	1.79	0.61	38.80		
1194	39.59	-	6.33	9.06	3.26	2.50	1.31	1.30	72.79		
1195	39.62	-	6.01	9.25	3.60	2.07	1.73	1.49	84.11		
1196	39.66	-	5.23	8.83	3.53	1.74	2.03	1.35	90.24		
1197	39.69	D	6.11	9.30	3.72	2.10	2.12	1.29	92.18		
1198	39.72	-	4.71	8.73	3.58	1.43	2.51	1.22	92.21		
1199	39.75	-	6.99	10.17	4.08	2.16	1.89	1.30	80.21		
1200	39.79	-	7.66	10.21	3.90	2.46	1.54	1.13	68.61		
1201	39.82	-	8.59	10.88	4.18	2.48	1.63	0.89	61.70		
1202	39.85	-	10.71	13.00	5.35	2.42	1.93	0.59	27.88		
1203	39.89	-	9.09	12.00	4.84	2.20	2.06	0.55	351.11		
1204	39.92	S	8.54	11.69	4.66	2.04	2.13	0.58	352.50	1.40	
1205	39.95	-	8.89	11.64	4.59	2.30	2.02	0.44	11.52		
1206	39.99	-	9.67	11.22	4.01	3.03	1.25	1.11	67.36		
1207	40.02	-	5.58	9.39	3.89	1.79	1.64	1.44	85.56		
1208	40.05	-	5.38	9.13	3.71	1.67	1.99	1.29	94.61		
1209	40.09	-	4.97	9.31	3.85	1.40	2.19	1.21	99.16		
1210	40.12	D	4.65	9.06	3.80	1.37	2.55	1.24	99.62		
1211	40.15	-	6.27	9.28	3.50	2.13	1.61	1.19	80.94		
1212	40.19	-	7.16	9.81	3.65	2.42	1.59	1.16	77.27		
1213	40.22	-	7.71	10.33	3.98	2.38	2.04	0.49	37.37		
1214	40.25	-	8.81	12.36	5.06	1.83	2.46	0.56	312.98		
1215	40.29	-	9.39	12.71	5.34	1.98	2.69	0.73	301.07		
1216	40.32	S	8.50	12.00	7.90	3.06	2.55	0.71	304.48	1.30	
1217	40.35	-	8.28	11.76	4.79	1.91	2.50	0.80	294.86		
1218	40.39	-	4.93	8.19	3.07	2.14	1.43	0.32	46.02		
1219	40.42	-	8.89	10.77	3.77	3.09	1.22	1.14	65.06		
1220	40.45	-	5.28	8.96	3.64	1.69	2.15	1.20	96.69		
1221	40.48	D	4.86	8.74	3.63	1.61	2.34	1.11	103.30		
1222	40.52	-	4.88	8.83	3.69	1.55	2.37	1.13	98.51		
1223	40.55	-	5.55	9.05	3.55	1.91	1.86	1.16	84.15		
1224	40.58	-	8.44	11.80	4.84	2.03	2.39	0.29	22.10		
1225	40.62	-	9.50	13.31	5.86	1.88	3.13	0.53	283.68		
1226	40.65	-	9.60	13.27	5.63	1.94	2.90	0.82	285.68		
1227	40.68	S	6.64	12.22	8.59	2.17	3.40	0.96	273.28	1.10	
1228	40.72	-	6.65	11.78	5.04	1.49	3.37	0.72	273.88		
1229	40.75	-	6.90	12.25	5.44	1.41	3.87	0.87	267.76		
1230	40.78	-	5.48	9.83	4.19	1.68	2.49	0.35	291.16		
1231	40.82	-	4.65	7.77	2.82	2.13	1.32	0.60	71.04		
1232	40.85	-	6.04	9.32	3.76	2.09	1.80	0.93	89.14		
1233	40.88	D	4.44	8.39	3.47	1.51	2.14	1.09	98.11		
1234	40.92	-	5.31	8.91	3.56	1.75	2.03	0.88	94.91		
1235	40.95	-	5.26	9.22	3.84	1.73	2.22	0.72	83.84		
1236	40.98	-	9.38	13.15	5.72	1.85	3.10	0.64	265.65		
1237	41.02	-	9.23	13.16	5.76	1.89	3.04	0.80	266.11		
1238	41.05	-	9.03	13.09	5.53	1.79	3.10	0.96	265.18		
1240	41.11	-	6.64	11.44	4.83	1.51	3.20	0.78	264.15		
1241	41.15	-	12.02	15.74	6.09	2.17	2.81	1.10	344.35		
1242	41.18	-	5.97	10.13	4.40	1.88	2.34	0.48	283.85		
1243	41.21	-	5.21	8.72	3.42	2.04	1.68	0.11	308.17		
1244	41.25	-	6.37	9.18	3.36	2.43	1.38	0.56	59.23		
1245	41.28	D	5.16	9.00	3.76	1.65	2.08	0.78	95.77		
1246	41.31	-	4.84	8.26	3.22	1.85	1.74	0.57	98.29		
1247	41.35	-	6.69	9.59	3.63	2.24	1.62	0.81	66.95		
1248	41.38	-	10.19	12.84	5.22	2.20	2.37	0.54	277.49		
1249	41.41	-	9.16	12.82	5.57	1.90	2.94	0.51	271.74		
1250	41.45	-	9.31	13.05	5.56	1.92	2.89	0.97	273.30		
1251	41.48	S	6.80	12.19	8.65	2.26	3.35	0.80	271.18	1.02	
1252	41.51	-	7.43	12.27	5.40	1.62	3.33	0.78	269.18		
1253	41.55	-	7.58	12.48	5.36	1.59	3.38	0.68	271.82		
1254	41.58	-	6.72	11.63	5.06	1.49	3.40	0.76	268.65		
1255	41.61	-	4.60	7.78	2.85	2.10	1.36	0.16	334.38		
1256	41.65	-	4.88	7.89	2.72	2.34	1.17	0.56	64.21		
1257	41.68	D	7.47	9.75	3.37	2.80	1.26	0.89	56.39		
1258	41.71	-	7.83	10.00	3.34	3.07	1.09	0.95	67.11		
1259	41.75	-	6.40	9.03	3.12	2.62	1.19	0.99	67.86		
1260	41.78	-	7.62	11.21	4.64	2.09	2.22	0.11	10.31		
1261	41.81	-	10.29	13.31	5.58	2.19	2.55	0.56	274.26		
1262	41.85	-	10.13	13.43	5.59	2.04	2.74	0.74	279.33		
1263	41.88	S	7.30	12.61	8.93	2.38	3.12	0.77	274.89	1.05	
1264	41.91	-	8.01	12.65	5.46	1.78	3.07	0.70	275.49		
1265	41.94	-	7.85	12.63	5.59	1.73	3.24	0.65	274.72		
1266	41.98	-	7.60	12.08	5.22	1.70	3.07	0.87	267.07		
1267	42.01	-	5.20	9.23	3.85	1.82	2.11	0.32	294.87		
1268	42.04	-	4.39	7.53	2.70	2.12	1.27	0.41	55.15		
1269	42.08	D	7.84	10.06	3.59	2.77	1.31	0.95	64.14		
1270	42.11	-	7.78	10.28	3.72	2.69	1.38	1.23	77.69		
1271	42.14	-	5.86	8.67	3.02	2.45	1.23	0.91	82.76		
1272	42.18	-	6.12	9.40	3.57	2.04	1.75	0.67	82.12		
1273	42.21	-	9.44	12.48	5.18	2.09	2.48	0.46	283.73		
1274	42.24	-	10.18	13.05	5.58	2.17	2.57	0.71	282.72		
1275	42.28	-	9.58	13.31	5.69	1.93	2.94	0.72	279.84		
1276	42.31	S	6.97	12.42	8.78	2.20	2.99	0.57	278.58	1.08	
1277	42.34	-	7.32	11.75	5.06	1.76	2.88	0.62	276.93		
1278	42.38	-	7.45	11.93	5.15	1.72	3.00	0.70	273.64		
1279	42.41	-	6.02	9.50	3.68	2.08	1.77	0.45	284.19		
1280	42.44	-	4.84	7.99	2.90	2.09	1.39	0.41	38.86		
1281	42.48	D	8.74	10.59	3.75	3.05	1.23	0.95	49.68		
1282	42.51	-	8.59	10.65	3.59	3.16	1.14	1.13	75.15		
1283	42.54	-	7.59	10.02	3.28	2.90	1.13	0.95	75.55		
1284	42.58	-	6.33	10.02	3.79	2.37	1.60	0.45	71.37		
1285	42.61	-	9.75	12.62	5.18	2.12	2.45	0.62	281.90		
1286	42.64	-	10.39	13.20	5.66	2.36	2.41	0.65	280.41		
1287	42.67	-	9.61	13.21	5.58	1.98	2.82	0.68	283.86		
1288	42.71	S	7.06	12.26	8.60	2.35	3.10	0.66	276.65	1.11	
1289	42.74	-	8.00	12.67	5.46	1.88	2.91	0.52	280.57		
1290	42.77	-	7.62	12.11	5.25	1.75	3.01	0.69	270.46		
1291	42.81	-	6.87	10.97	4.49	1.89	2.38	0.55	271.92		
1292	42.84	-	3.88	7.05	2.44	2.03	1.20	0.17	37.52		
1293	42.87	-	7.91	10.29	3.89	2.57	1.51	0.87	58.19		
1294	42.91	D	7.21	9.71	3.30	2.85	1.16	0.89	60.34		
1295	42.94	-	6.61	9.17	3.06	2.76	1.11	0.91	69.54		
1296	42.97	-	6.75	9.59	3.29	2.78	1.18	0.61	68.11		
1297	43.01	-	7.37	10.28	3.95	2.25	1.75	0.76	281.82		
1298	43.04	-	9.95	13.33	5.71	2.07	2.76	0.47	273.78		
1299	43.07	-	9.50	12.96	5.38	1.99	2.71	0.66	281.18		
1300	43.11	S	7.10	12.29	8.70	2.49	3.02	0.51	280.40	1.04	
1301	43.14	-	7.65	12.46	5.33	1.70	3.13	0.43	277.35		
1302	43.17	-	7.49	12.23	5.26	1.75	3.01	0.50	268.06		
1303	43.21	-	6.80	11.98	5.18	1.49	3.47	0.52	268.89		
1304	43.24	-	4.79	7.87	2.85	2.17	1.31	0.06	229.18		
1305	43.27	-	5.63	8.53	2.91	2.57	1.13	0.42	39.22		
1306	43.30	D	6.11	8.99	3.36	2.36	1.44	0.80	59.76		
1307	43.34	-	6.61	9.39	3.16	2.52	1.25	0.81	63.67		
1308	43.37	-	9.03	11.82	4.29	2.75	1.56	0.53	23.26		
1309	43.40	-	9.74	12.75	5.46	2.17	2.51	0.30	249.58		
1310	43.44	-	8.49	12.02	5.10	2.11	2.42	0.24	218.81		
1311	43.47	-	8.55	12.73	5.56	1.81	3.06	0.37	263.21		
1312	43.50	-	12.90	16.63	6.39	1.89	3.38	0.96	8.21		
1313	43.54	S	6.10	11.86	8.44	2.29	2.98	0.39	280.29	1.30	
1314	43.57	-	12.34	15.93	6.14	1.91	3.21	1.05	12.46		
1315	43.60	-	7.34	11.80	5.06	1.80	2.81	0.52	257.96		
1316	43.64	-	5.99	9.87	3.96	1.89	2.09	0.33	261.14		
1317	43.67	-	5.34	8.23	2.70	2.45	1.10	0.25	22.23		
1318	43.70	D	8.55	10.54	3.81	2.86	1.40	0.51	355.49		
1319	43.74	-	7.56	9.94	3.66	2.69	1.36	0.46	14.13		
1320	43.77	-	8.84	11.51	4.36	2.60	1.67	0.37	356.56		
1321	43.80	-	9.48	11.41	4.39	2.87	1.53	0.43	250.16		
1322	43.84	-	7.45	10.83	4.33	2.05	2.11	0.60	243.27		
1323	43.87	-	9.51	13.05	5.58	2.03	2.75	0.51	251.60		
1324	43.90	S	6.79	11.92	8.31	2.49	3.15	0.34	257.07	1.16	
1325	43.94	-	7.72	12.25	5.27	1.83	2.88	0.40	252.08		
1326	43.97	-	7.23	12.28	5.46	1.73	3.16	0.36	254.08		
1327	44.00	-	7.67	12.23	5.25	1.82	2.89	0.54	244.96		
1328	44.03	-	5.80	9.71	3.86	1.86	2.07	0.48	242.73		
1329	44.07	-	3.40	6.60	2.32	1.85	1.26	0.27	157.34		
1330	44.10	-	2.47	5.64	1.98	1.56	1.27	0.35	183.58		
1331	44.13	-	2.48	5.62	1.93	1.60	1.21	0.34	195.88		
1332	44.17	-	2.43	5.58	1.94	1.56	1.24	0.31	191.08		
1333	44.20	-	2.77	5.95	1.99	1.77	1.12	0.33	208.10		
1334	44.23	-	2.55	5.71	1.96	1.64	1.20	0.28	194.69		
1335	44.27	-	2.67	5.83	1.95	1.71	1.14	0.27	207.46		
1336	44.30	-	2.41	5.55	1.90	1.59	1.20	0.32	234.71		
1337	44.33	-	2.38	5.52	1.89	1.55	1.22	0.27	235.54		
1338	44.37	-	2.49	5.76	1.99	1.65	1.20	0.33	244.80		
1339	44.40	-	2.32	5.45	1.86	1.54	1.21	0.27	226.92		
1340	44.43	-	2.26	5.38	1.83	1.52	1.20	0.26	225.58		
1341	44.47	-	2.54	5.68	1.91	1.66	1.15	0.21	198.65		
1342	44.50	-	2.63	5.77	1.94	1.72	1.13	0.22	196.01		
1343	44.53	-	2.57	5.71	1.92	1.68	1.14	0.22	193.34		
1344	44.57	-	2.51	5.63	1.90	1.68	1.13	0.23	186.78		
1345	44.60	-	2.43	5.55	1.86	1.66	1.12	0.23	186.55		
1346	44.63	-	2.57	5.71	1.89	1.70	1.11	0.20	224.22		
1347	44.67	-	2.56	5.70	1.87	1.70	1.10	0.25	251.19		
1348	44.70	-	2.60	5.92	1.94	1.67	1.16	0.35	262.91		
1349	44.73	-	2.79	6.19	2.15	1.74	1.24	0.40	269.98		
1350	44.76	-	2.45	5.57	1.84	1.68	1.10	0.35	254.44		
1351	44.80	-	2.31	5.40	1.77	1.63	1.09	0.32	246.52		
1352	44.83	-	2.40	5.51	1.82	1.66	1.10	0.32	247.44		
1353	44.86	-	2.34	5.44	1.80	1.63	1.10	0.26	238.85		
1354	44.90	-	2.72	5.86	1.95	1.78	1.10	0.16	205.87		
1355	44.93	-	2.44	5.55	1.85	1.69	1.09	0.18	182.57		
1356	44.96	-	2.44	5.55	1.84	1.68	1.10	0.18	182.97		
1357	45.00	-	2.47	5.58	1.86	1.69	1.10	0.16	185.92		
1358	45.03	-	2.52	5.64	1.89	1.72	1.10	0.20	230.35		
1359	45.06	-	2.70	5.83	1.89	1.81	1.04	0.30	261.15		
1360	45.10	-	2.91	6.40	2.16	1.66	1.30	0.43	266.39		
1361	45.13	-	2.81	6.20	2.15	1.68	1.29	0.43	269.44		
1362	45.16	-	3.14	6.60	2.22	1.68	1.32	0.50	269.07		
1363	45.20	-	2.40	5.49	1.78	1.68	1.06	0.34	259.02		
